csv_name,start_date,end_date,total_data
customers.csv,2024-10-20 12:38:08.447217,2024-10-20 12:38:11.161416,99441
products.csv,2024-10-20 12:38:11.283165,2024-10-20 12:38:12.572306,32951
sellers.csv,2024-10-20 12:38:12.608331,2024-10-20 12:38:12.790944,3095
geolocation.csv,2024-10-20 12:38:12.794895,2024-10-20 12:39:18.434120,1000163
orders.csv,2024-10-20 12:39:19.032651,2024-10-20 12:39:25.708676,99441
order_items.csv,2024-10-20 12:39:26.006355,2024-10-20 12:39:32.280152,112650
order_payments.csv,2024-10-20 12:39:32.483060,2024-10-20 12:39:39.470690,103886
order_reviews.csv,2024-10-20 12:39:39.556596,2024-10-20 12:39:44.775770,99224
product_category_name_translation.csv,2024-10-20 12:39:45.048214,2024-10-20 12:39:45.057976,71
